epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,8438.2,0.6653,0.37594,1.1617,0.96359,0.96846,0.9883,0.84311,0.62897,0.34882,1.13682,0.0098218,0.0098218,0.0098218
20,8931.47,0.6602,0.36869,1.158,0.94987,0.95609,0.98443,0.81932,0.67688,0.38246,1.16324,0.0098119,0.0098119,0.0098119
21,9425.12,0.65325,0.36417,1.15367,0.96699,0.96208,0.98874,0.83599,0.66184,0.35583,1.14897,0.009802,0.009802,0.009802
22,9927.59,0.65271,0.36028,1.15201,0.96331,0.96082,0.98906,0.83483,0.63975,0.34515,1.1406,0.0097921,0.0097921,0.0097921
23,10430.6,0.65315,0.36209,1.1504,0.97307,0.96161,0.99057,0.84214,0.64014,0.34386,1.12649,0.0097822,0.0097822,0.0097822
24,10928.1,0.64553,0.36249,1.14574,0.97058,0.94383,0.98849,0.83506,0.65407,0.36278,1.13881,0.0097723,0.0097723,0.0097723
25,11430,0.64494,0.35881,1.14643,0.96547,0.96733,0.98907,0.83775,0.65854,0.34127,1.15977,0.0097624,0.0097624,0.0097624
26,11933.1,0.64101,0.35174,1.14613,0.96363,0.97206,0.98999,0.83835,0.64644,0.33854,1.13094,0.0097525,0.0097525,0.0097525
27,12442.5,0.63139,0.35042,1.13387,0.96724,0.9654,0.99019,0.85,0.61395,0.33259,1.1239,0.0097426,0.0097426,0.0097426
28,12947.6,0.62206,0.34721,1.12911,0.95994,0.97265,0.98852,0.84826,0.61638,0.33024,1.1261,0.0097327,0.0097327,0.0097327
29,13465.5,0.62693,0.35264,1.13156,0.96276,0.96313,0.98873,0.8424,0.63061,0.34041,1.13275,0.0097228,0.0097228,0.0097228
30,13978.7,0.62382,0.34522,1.13043,0.97308,0.97405,0.99018,0.84631,0.61911,0.3225,1.12839,0.0097129,0.0097129,0.0097129
31,14497.2,0.62688,0.34368,1.13223,0.95733,0.96208,0.98736,0.84629,0.62538,0.33574,1.12678,0.009703,0.009703,0.009703
32,15012.4,0.61591,0.34344,1.12177,0.96582,0.95884,0.98814,0.83897,0.64917,0.33644,1.13604,0.0096931,0.0096931,0.0096931
33,15521.8,0.61826,0.33867,1.12767,0.97325,0.9654,0.98989,0.84694,0.62533,0.32326,1.12425,0.0096832,0.0096832,0.0096832
34,16034.8,0.61897,0.34072,1.12204,0.97074,0.97114,0.99071,0.85694,0.60437,0.31317,1.1135,0.0096733,0.0096733,0.0096733
35,16551.2,0.60999,0.33855,1.11597,0.9682,0.97239,0.99043,0.85925,0.58597,0.31731,1.09793,0.0096634,0.0096634,0.0096634
36,17068.6,0.61418,0.3376,1.12049,0.96687,0.96474,0.98981,0.85141,0.62891,0.32233,1.12057,0.0096535,0.0096535,0.0096535
37,17590.6,0.60823,0.33429,1.11706,0.95927,0.97163,0.99102,0.85777,0.60108,0.31165,1.1057,0.0096436,0.0096436,0.0096436
38,18109.1,0.60473,0.32439,1.10952,0.96359,0.96834,0.98921,0.85453,0.60589,0.30679,1.10904,0.0096337,0.0096337,0.0096337
39,18638.7,0.60749,0.33203,1.11668,0.96879,0.97069,0.9907,0.85638,0.60796,0.31122,1.11187,0.0096238,0.0096238,0.0096238
40,19164.2,0.60113,0.32889,1.10961,0.96887,0.97338,0.99129,0.85823,0.59836,0.3021,1.10204,0.0096139,0.0096139,0.0096139
41,19700,0.59676,0.3219,1.10942,0.97535,0.96607,0.99202,0.85511,0.5936,0.30142,1.09542,0.009604,0.009604,0.009604
42,20236.3,0.60356,0.31995,1.11316,0.96568,0.97344,0.99204,0.86124,0.59283,0.29653,1.10319,0.0095941,0.0095941,0.0095941
43,20779.1,0.59715,0.31979,1.10848,0.97395,0.97006,0.99157,0.85639,0.61459,0.29619,1.11437,0.0095842,0.0095842,0.0095842
44,21315.6,0.60014,0.32323,1.10959,0.97125,0.97804,0.99124,0.86224,0.58775,0.29491,1.09859,0.0095743,0.0095743,0.0095743
45,21857.1,0.59966,0.32467,1.11359,0.97074,0.97109,0.99084,0.86528,0.58037,0.29636,1.09715,0.0095644,0.0095644,0.0095644
46,22396.6,0.58995,0.32088,1.10586,0.97525,0.96474,0.99197,0.8599,0.57995,0.29847,1.09233,0.0095545,0.0095545,0.0095545
47,22937,0.59544,0.32264,1.10702,0.97147,0.97671,0.99229,0.86792,0.58176,0.28418,1.09163,0.0095446,0.0095446,0.0095446
48,23470.8,0.60142,0.32746,1.10755,0.97261,0.96868,0.99143,0.86536,0.58965,0.29141,1.10039,0.0095347,0.0095347,0.0095347
49,24004.6,0.59019,0.3179,1.09983,0.97285,0.97739,0.99244,0.8612,0.58698,0.28799,1.10737,0.0095248,0.0095248,0.0095248
50,24537.2,0.59178,0.31506,1.10259,0.97839,0.96386,0.99088,0.86592,0.58248,0.29077,1.09394,0.0095149,0.0095149,0.0095149
51,25069.2,0.59274,0.31999,1.10768,0.97401,0.97227,0.99133,0.86732,0.58155,0.28581,1.0988,0.009505,0.009505,0.009505
52,25608,0.58437,0.3139,1.09978,0.96894,0.9754,0.99046,0.86593,0.57775,0.2894,1.09741,0.0094951,0.0094951,0.0094951
53,26146,0.59109,0.31753,1.10246,0.97848,0.96823,0.99199,0.86974,0.57953,0.2818,1.09636,0.0094852,0.0094852,0.0094852
54,26695.8,0.58609,0.312,1.10191,0.97821,0.97472,0.99284,0.86901,0.58223,0.27573,1.09346,0.0094753,0.0094753,0.0094753
55,27238.2,0.58354,0.30992,1.094,0.97732,0.97491,0.99253,0.86608,0.58456,0.28236,1.09646,0.0094654,0.0094654,0.0094654
56,27786.7,0.58063,0.31653,1.09445,0.9688,0.97095,0.99134,0.87078,0.58262,0.28679,1.09403,0.0094555,0.0094555,0.0094555
57,28331.7,0.5836,0.31382,1.09637,0.97396,0.97272,0.99203,0.8667,0.57568,0.2828,1.09149,0.0094456,0.0094456,0.0094456
58,28869.4,0.5803,0.30525,1.09853,0.97587,0.96885,0.99089,0.87251,0.56568,0.27587,1.08099,0.0094357,0.0094357,0.0094357
59,29419.3,0.57513,0.31083,1.08976,0.96558,0.97738,0.99188,0.86874,0.57041,0.28564,1.08533,0.0094258,0.0094258,0.0094258
60,29968.5,0.57758,0.3098,1.09618,0.9658,0.98071,0.99249,0.87046,0.56855,0.27856,1.08738,0.0094159,0.0094159,0.0094159
61,30507.8,0.57513,0.30542,1.08872,0.96898,0.97675,0.99202,0.87691,0.56978,0.2702,1.08701,0.009406,0.009406,0.009406
62,31052.5,0.58184,0.31075,1.09585,0.97155,0.9769,0.99106,0.87332,0.56582,0.27331,1.08613,0.0093961,0.0093961,0.0093961
63,31603.3,0.56905,0.30496,1.08804,0.97226,0.97927,0.9917,0.87189,0.57154,0.27501,1.0874,0.0093862,0.0093862,0.0093862
64,32137,0.57386,0.30627,1.08726,0.97648,0.97538,0.992,0.87288,0.57098,0.27259,1.08756,0.0093763,0.0093763,0.0093763
65,32680,0.57213,0.30541,1.09214,0.97588,0.97272,0.99239,0.87632,0.5639,0.27201,1.08487,0.0093664,0.0093664,0.0093664
66,33227.7,0.56803,0.30196,1.08159,0.97741,0.97863,0.9929,0.87949,0.5608,0.26471,1.08215,0.0093565,0.0093565,0.0093565
67,33772.8,0.56819,0.30464,1.08491,0.97579,0.98137,0.99305,0.87722,0.56277,0.26873,1.08038,0.0093466,0.0093466,0.0093466
68,34313.1,0.56689,0.2957,1.08434,0.9774,0.97472,0.99217,0.87716,0.56316,0.26192,1.0811,0.0093367,0.0093367,0.0093367
69,34852,0.57058,0.30237,1.08327,0.9721,0.97671,0.99154,0.87759,0.56895,0.26133,1.08096,0.0093268,0.0093268,0.0093268
70,35397.4,0.5717,0.30112,1.0875,0.97145,0.97738,0.99228,0.87932,0.56306,0.2628,1.07746,0.0093169,0.0093169,0.0093169
71,35937.5,0.56988,0.30081,1.08476,0.97613,0.97928,0.99242,0.88028,0.56417,0.26291,1.08052,0.009307,0.009307,0.009307
72,36469.5,0.56701,0.29687,1.0807,0.97684,0.97738,0.99298,0.88116,0.5613,0.26089,1.07781,0.0092971,0.0092971,0.0092971
73,37002,0.5614,0.30021,1.07549,0.97834,0.97871,0.99288,0.88027,0.55898,0.2617,1.07685,0.0092872,0.0092872,0.0092872
74,37535,0.56019,0.30279,1.07445,0.9815,0.97671,0.99326,0.87936,0.56706,0.25865,1.08579,0.0092773,0.0092773,0.0092773
75,38064.2,0.56568,0.2986,1.07626,0.9811,0.97538,0.99317,0.87715,0.56223,0.25947,1.07615,0.0092674,0.0092674,0.0092674
76,38586.1,0.56511,0.29726,1.08287,0.97998,0.97688,0.99318,0.87867,0.55598,0.25902,1.07424,0.0092575,0.0092575,0.0092575
77,39097.5,0.56495,0.29671,1.07857,0.97097,0.98403,0.99307,0.88361,0.55608,0.25781,1.07525,0.0092476,0.0092476,0.0092476
78,39620.3,0.56489,0.2919,1.08039,0.98013,0.98004,0.99303,0.88133,0.55708,0.25569,1.07489,0.0092377,0.0092377,0.0092377
79,40136.2,0.56081,0.29308,1.07604,0.97491,0.98235,0.99285,0.88282,0.55396,0.25466,1.07214,0.0092278,0.0092278,0.0092278
80,40649.6,0.55608,0.29074,1.07455,0.98061,0.97573,0.99315,0.88375,0.55237,0.25288,1.06876,0.0092179,0.0092179,0.0092179
81,41161.8,0.55595,0.29093,1.07224,0.97804,0.97765,0.99311,0.88319,0.55349,0.25433,1.06912,0.009208,0.009208,0.009208
82,41673.4,0.55935,0.29341,1.07543,0.9768,0.98048,0.99318,0.88545,0.55212,0.25211,1.07075,0.0091981,0.0091981,0.0091981
83,42178.6,0.56177,0.29248,1.07764,0.97624,0.98423,0.99305,0.8825,0.55268,0.24893,1.07332,0.0091882,0.0091882,0.0091882
84,42687,0.55288,0.28823,1.07447,0.97615,0.9804,0.99303,0.88305,0.55265,0.25118,1.0713,0.0091783,0.0091783,0.0091783
85,43192.6,0.55986,0.2919,1.07073,0.97633,0.98669,0.99296,0.88337,0.55009,0.25148,1.06951,0.0091684,0.0091684,0.0091684
86,43696.6,0.55224,0.29042,1.07243,0.97613,0.9847,0.99303,0.88495,0.54764,0.24961,1.06675,0.0091585,0.0091585,0.0091585
87,44203,0.55683,0.29106,1.07012,0.9791,0.98603,0.99321,0.88577,0.54839,0.24868,1.06801,0.0091486,0.0091486,0.0091486
88,44701,0.55666,0.29055,1.0744,0.98012,0.98401,0.99318,0.88569,0.55125,0.24801,1.07385,0.0091387,0.0091387,0.0091387
89,45201.9,0.55556,0.29121,1.07097,0.97976,0.9827,0.99332,0.88605,0.55107,0.24926,1.07357,0.0091288,0.0091288,0.0091288
90,45694.7,0.5484,0.28678,1.06138,0.97794,0.98137,0.99309,0.88531,0.54729,0.24231,1.06867,0.0091189,0.0091189,0.0091189
91,46197.6,0.54437,0.28469,1.0653,0.97913,0.98204,0.99325,0.88607,0.54707,0.24401,1.06907,0.009109,0.009109,0.009109
92,46698.6,0.55238,0.29136,1.07088,0.97749,0.98226,0.99306,0.88828,0.54151,0.243,1.06198,0.0090991,0.0090991,0.0090991
93,47206.2,0.54957,0.28514,1.06828,0.97753,0.98419,0.99321,0.88887,0.54234,0.24178,1.06393,0.0090892,0.0090892,0.0090892
94,47708.2,0.54816,0.28555,1.06395,0.97612,0.98603,0.99369,0.88754,0.53988,0.24178,1.06258,0.0090793,0.0090793,0.0090793
95,48204.4,0.54329,0.28465,1.06453,0.97963,0.98536,0.99357,0.88726,0.54147,0.24038,1.06747,0.0090694,0.0090694,0.0090694
96,48671.9,0.54307,0.28252,1.06377,0.98033,0.98736,0.99337,0.88972,0.54394,0.23934,1.06983,0.0090595,0.0090595,0.0090595
97,49121.5,0.54485,0.2807,1.06352,0.97825,0.98769,0.99344,0.88945,0.5449,0.23848,1.06998,0.0090496,0.0090496,0.0090496
98,49583.2,0.54961,0.28518,1.06865,0.97685,0.98283,0.99319,0.88763,0.54273,0.23988,1.06575,0.0090397,0.0090397,0.0090397
99,50052.8,0.5457,0.28077,1.05831,0.97833,0.9847,0.99352,0.88768,0.54238,0.2414,1.06533,0.0090298,0.0090298,0.0090298
100,50526.7,0.53622,0.28201,1.05545,0.98074,0.98337,0.99346,0.88811,0.54046,0.24047,1.06422,0.0090199,0.0090199,0.0090199
101,50999.4,0.53402,0.27722,1.05518,0.98203,0.98403,0.99361,0.88932,0.54076,0.23857,1.06487,0.00901,0.00901,0.00901
102,51479.2,0.54081,0.27787,1.05768,0.98399,0.98134,0.99348,0.88893,0.54085,0.23907,1.06476,0.0090001,0.0090001,0.0090001
103,51958.1,0.54803,0.28173,1.06533,0.98369,0.98204,0.99365,0.88999,0.54371,0.23678,1.06889,0.0089902,0.0089902,0.0089902
104,52440.7,0.5446,0.28204,1.06489,0.98399,0.98144,0.99374,0.89009,0.54313,0.23651,1.06677,0.0089803,0.0089803,0.0089803
105,52923.5,0.53964,0.27931,1.06108,0.98287,0.98337,0.99347,0.89058,0.54251,0.2372,1.06571,0.0089704,0.0089704,0.0089704
106,53405.5,0.5386,0.27793,1.06191,0.98259,0.98603,0.99353,0.89057,0.5439,0.23817,1.06785,0.0089605,0.0089605,0.0089605
107,53887.6,0.53024,0.27849,1.04907,0.98143,0.98444,0.99363,0.89088,0.54043,0.23647,1.06497,0.0089506,0.0089506,0.0089506
108,54363.8,0.54422,0.27922,1.06236,0.98272,0.98406,0.9936,0.89123,0.54176,0.23628,1.06694,0.0089407,0.0089407,0.0089407
109,54841.3,0.53691,0.27769,1.05698,0.98405,0.98491,0.99365,0.89039,0.54193,0.23567,1.06704,0.0089308,0.0089308,0.0089308
110,55314.4,0.53083,0.2774,1.05036,0.98408,0.98734,0.99378,0.89092,0.53932,0.23528,1.0649,0.0089209,0.0089209,0.0089209
111,55791.1,0.53473,0.27633,1.05557,0.98277,0.98676,0.99382,0.89156,0.5408,0.23586,1.06615,0.008911,0.008911,0.008911
112,56266.5,0.53519,0.27332,1.05565,0.98538,0.98672,0.9939,0.89045,0.54061,0.2347,1.06588,0.0089011,0.0089011,0.0089011
113,56744.1,0.53276,0.27378,1.05211,0.98361,0.98669,0.99389,0.8903,0.54013,0.2345,1.06549,0.0088912,0.0088912,0.0088912
114,57222.5,0.52956,0.27407,1.05133,0.98402,0.98341,0.99368,0.89157,0.53918,0.23345,1.06599,0.0088813,0.0088813,0.0088813
115,57699.6,0.53669,0.27822,1.05695,0.98083,0.987,0.99367,0.89153,0.5373,0.23371,1.0643,0.0088714,0.0088714,0.0088714
116,58179.6,0.53743,0.27684,1.05684,0.98274,0.98669,0.99383,0.89179,0.53769,0.23328,1.06519,0.0088615,0.0088615,0.0088615
117,58653.5,0.53821,0.27597,1.05426,0.98306,0.98603,0.99382,0.89094,0.53943,0.23305,1.06643,0.0088516,0.0088516,0.0088516
118,59125.1,0.52949,0.27315,1.04832,0.9793,0.98802,0.99381,0.89139,0.53926,0.23291,1.06661,0.0088417,0.0088417,0.0088417
119,59598.5,0.53313,0.2696,1.05409,0.9804,0.98802,0.99377,0.89201,0.53818,0.23309,1.06433,0.0088318,0.0088318,0.0088318
120,60075.1,0.52909,0.27257,1.04953,0.98083,0.98705,0.99368,0.89203,0.53877,0.23395,1.06536,0.0088219,0.0088219,0.0088219
121,60546.1,0.5208,0.27073,1.04548,0.98063,0.98669,0.9937,0.89214,0.53839,0.2326,1.06561,0.008812,0.008812,0.008812
122,61019.6,0.5277,0.2737,1.05171,0.98146,0.98606,0.99376,0.89254,0.53835,0.23228,1.06662,0.0088021,0.0088021,0.0088021
123,61491.5,0.52892,0.27315,1.0518,0.98275,0.98553,0.99381,0.89243,0.53662,0.2314,1.06548,0.0087922,0.0087922,0.0087922
124,61964.6,0.53066,0.27099,1.04788,0.98344,0.98669,0.99399,0.89226,0.53692,0.23179,1.06572,0.0087823,0.0087823,0.0087823
125,62439.5,0.52696,0.26987,1.05088,0.98408,0.98721,0.99395,0.89223,0.53645,0.2312,1.06431,0.0087724,0.0087724,0.0087724
126,62909.8,0.52901,0.27455,1.04937,0.98474,0.98725,0.99393,0.89345,0.53516,0.23139,1.06219,0.0087625,0.0087625,0.0087625
127,63382.6,0.52413,0.27198,1.04966,0.98344,0.98751,0.99389,0.89395,0.53446,0.23074,1.06151,0.0087526,0.0087526,0.0087526
128,63855.8,0.52321,0.26932,1.04561,0.98539,0.98706,0.99399,0.89289,0.53452,0.23067,1.06131,0.0087427,0.0087427,0.0087427
129,64326.5,0.51872,0.26942,1.04167,0.98473,0.98657,0.99389,0.89386,0.53381,0.23049,1.06124,0.0087328,0.0087328,0.0087328
130,64802.9,0.5199,0.26599,1.04599,0.98451,0.98736,0.99384,0.89385,0.53338,0.23013,1.061,0.0087229,0.0087229,0.0087229
131,65272.2,0.52743,0.27267,1.0486,0.98476,0.98877,0.99401,0.89365,0.53324,0.22905,1.06083,0.008713,0.008713,0.008713
132,65743.6,0.52085,0.26955,1.04337,0.98541,0.9885,0.99403,0.89393,0.53244,0.22865,1.06029,0.0087031,0.0087031,0.0087031
133,66211.8,0.52923,0.27199,1.0522,0.98471,0.98603,0.99395,0.89375,0.53215,0.22915,1.0606,0.0086932,0.0086932,0.0086932
134,66683.7,0.52448,0.26983,1.04805,0.9834,0.98556,0.99395,0.89393,0.53155,0.22927,1.06032,0.0086833,0.0086833,0.0086833
135,67154,0.51884,0.26748,1.04106,0.9834,0.98551,0.99394,0.89403,0.53176,0.22784,1.06081,0.0086734,0.0086734,0.0086734
136,67622,0.52618,0.26857,1.04618,0.98405,0.98543,0.99402,0.89561,0.53161,0.2273,1.06056,0.0086635,0.0086635,0.0086635
137,68087.9,0.5157,0.26716,1.04154,0.98406,0.98569,0.99403,0.89462,0.53248,0.22775,1.06198,0.0086536,0.0086536,0.0086536
138,68556.1,0.52241,0.26797,1.04075,0.98406,0.98581,0.99404,0.89537,0.53213,0.22734,1.06158,0.0086437,0.0086437,0.0086437
139,69022,0.51962,0.26849,1.03882,0.98408,0.98725,0.99405,0.89578,0.53255,0.22707,1.06207,0.0086338,0.0086338,0.0086338
140,69475.5,0.52374,0.26594,1.04715,0.98405,0.98669,0.994,0.89515,0.5332,0.22719,1.06322,0.0086239,0.0086239,0.0086239
141,69933.9,0.51799,0.27161,1.04067,0.98342,0.98681,0.99401,0.89487,0.53333,0.2266,1.06378,0.008614,0.008614,0.008614
142,70365.5,0.52227,0.26974,1.04157,0.98328,0.98736,0.99398,0.89478,0.53299,0.22599,1.06371,0.0086041,0.0086041,0.0086041
143,70789.3,0.51682,0.26549,1.04415,0.98397,0.98802,0.99398,0.89459,0.53353,0.22686,1.06453,0.0085942,0.0085942,0.0085942
144,71227.7,0.51868,0.26363,1.0406,0.98409,0.9877,0.99398,0.89425,0.53377,0.22644,1.06484,0.0085843,0.0085843,0.0085843
145,71662.2,0.51658,0.26371,1.04129,0.9846,0.98736,0.99396,0.89444,0.53502,0.2253,1.06589,0.0085744,0.0085744,0.0085744
146,72107.7,0.51255,0.26281,1.03508,0.98471,0.98543,0.99393,0.89415,0.5354,0.2263,1.06582,0.0085645,0.0085645,0.0085645
147,72559.1,0.5111,0.26315,1.03877,0.9847,0.98536,0.99395,0.89437,0.53536,0.2259,1.06583,0.0085546,0.0085546,0.0085546
148,73011.7,0.51383,0.26457,1.03997,0.98536,0.98603,0.99393,0.8947,0.53562,0.22576,1.06572,0.0085447,0.0085447,0.0085447
149,73466.5,0.51022,0.26236,1.03863,0.98523,0.98603,0.99392,0.89441,0.5352,0.22566,1.06554,0.0085348,0.0085348,0.0085348
150,73935.8,0.514,0.26249,1.04451,0.98524,0.98603,0.99393,0.8945,0.53477,0.2255,1.06502,0.0085249,0.0085249,0.0085249
151,74408.4,0.51074,0.26158,1.04068,0.98525,0.98603,0.99394,0.89503,0.53469,0.22542,1.06492,0.008515,0.008515,0.008515
152,74880.9,0.51212,0.26017,1.03422,0.98518,0.98603,0.99398,0.89537,0.5346,0.227,1.06484,0.0085051,0.0085051,0.0085051
153,75353.4,0.51267,0.26043,1.03489,0.98472,0.98603,0.99396,0.89593,0.53447,0.22754,1.06466,0.0084952,0.0084952,0.0084952
154,75833.5,0.51117,0.26109,1.03709,0.98345,0.98867,0.99396,0.89554,0.53394,0.22865,1.06401,0.0084853,0.0084853,0.0084853
155,76311.5,0.51475,0.26086,1.03828,0.98345,0.98849,0.99395,0.89529,0.53346,0.22867,1.06333,0.0084754,0.0084754,0.0084754
156,76799.5,0.51687,0.26003,1.04147,0.98279,0.98774,0.9939,0.8953,0.53261,0.22881,1.06211,0.0084655,0.0084655,0.0084655
157,77290.4,0.51369,0.26009,1.03967,0.98346,0.98882,0.99394,0.89523,0.53233,0.22856,1.06188,0.0084556,0.0084556,0.0084556
158,77781.5,0.5025,0.25485,1.03072,0.98346,0.98887,0.99393,0.8948,0.53226,0.22841,1.0621,0.0084457,0.0084457,0.0084457
159,78275,0.50594,0.25955,1.0301,0.98346,0.98917,0.99396,0.89501,0.53219,0.22836,1.06192,0.0084358,0.0084358,0.0084358
160,78766.2,0.50766,0.25916,1.03409,0.98346,0.98924,0.99397,0.89469,0.53245,0.22809,1.06245,0.0084259,0.0084259,0.0084259
161,79257.5,0.50133,0.25792,1.02917,0.98342,0.98935,0.99395,0.89478,0.53194,0.22849,1.06213,0.008416,0.008416,0.008416
162,79749.5,0.50904,0.26194,1.03554,0.98346,0.98907,0.99395,0.89474,0.53152,0.22754,1.06173,0.0084061,0.0084061,0.0084061
163,80246.2,0.50702,0.26019,1.0294,0.98346,0.98878,0.99394,0.89482,0.53128,0.22737,1.06151,0.0083962,0.0083962,0.0083962
164,80747.5,0.50798,0.25675,1.0323,0.98313,0.98935,0.99392,0.89484,0.53133,0.22679,1.06148,0.0083863,0.0083863,0.0083863
165,81254.1,0.50013,0.25522,1.02476,0.98281,0.98869,0.99391,0.89501,0.53204,0.22642,1.06221,0.0083764,0.0083764,0.0083764
166,81753.4,0.50194,0.25659,1.02918,0.9832,0.98802,0.99387,0.89477,0.53266,0.22658,1.06318,0.0083665,0.0083665,0.0083665
167,82270.9,0.50017,0.25381,1.02948,0.98402,0.98802,0.9939,0.89459,0.53273,0.22629,1.06338,0.0083566,0.0083566,0.0083566
168,82779.8,0.50524,0.2533,1.02854,0.98409,0.98786,0.99399,0.8951,0.53234,0.22564,1.06273,0.0083467,0.0083467,0.0083467
169,83295.5,0.49981,0.25492,1.02686,0.9841,0.98818,0.99399,0.89521,0.53251,0.22527,1.06297,0.0083368,0.0083368,0.0083368
170,83810.7,0.49909,0.25561,1.02824,0.98344,0.98761,0.99399,0.89498,0.53258,0.22468,1.06317,0.0083269,0.0083269,0.0083269
171,84339.1,0.50145,0.25411,1.0255,0.98344,0.98768,0.99398,0.8947,0.53275,0.22435,1.06336,0.008317,0.008317,0.008317
172,84866.8,0.50064,0.25818,1.03099,0.98344,0.98771,0.99398,0.89459,0.53234,0.22432,1.06269,0.0083071,0.0083071,0.0083071
173,85393.4,0.50154,0.25062,1.02467,0.98347,0.98736,0.99399,0.89481,0.53218,0.22436,1.0625,0.0082972,0.0082972,0.0082972
