epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,112542,0.5451,0.26657,1.1124,0.97949,0.98516,0.99318,0.88765,0.55579,0.26021,1.06988,0.008218,0.008218,0.008218
182,113210,0.54437,0.27012,1.10696,0.9795,0.9853,0.99317,0.88747,0.55561,0.26044,1.06968,0.0082081,0.0082081,0.0082081
183,113877,0.5544,0.27312,1.12154,0.98016,0.98596,0.99328,0.88781,0.55573,0.25996,1.06982,0.0081982,0.0081982,0.0081982
184,114553,0.53825,0.26712,1.10756,0.97951,0.98597,0.99322,0.88772,0.55552,0.2595,1.06974,0.0081883,0.0081883,0.0081883
185,115212,0.55296,0.27136,1.118,0.97952,0.98637,0.99324,0.88798,0.55535,0.25961,1.06981,0.0081784,0.0081784,0.0081784
186,115875,0.55069,0.27232,1.11621,0.98017,0.98636,0.99324,0.88854,0.55492,0.25945,1.06953,0.0081685,0.0081685,0.0081685
187,116540,0.55207,0.27234,1.11446,0.98006,0.98603,0.99324,0.88813,0.55435,0.25958,1.06904,0.0081586,0.0081586,0.0081586
188,117204,0.55692,0.27365,1.12151,0.97994,0.98603,0.99324,0.88845,0.55446,0.25995,1.06916,0.0081487,0.0081487,0.0081487
189,117887,0.54827,0.27263,1.11162,0.98016,0.98633,0.99326,0.8881,0.5543,0.26031,1.0691,0.0081388,0.0081388,0.0081388
190,118554,0.54403,0.26882,1.10869,0.97965,0.98603,0.99322,0.88884,0.55448,0.26028,1.06911,0.0081289,0.0081289,0.0081289
191,119231,0.54675,0.26896,1.11873,0.9799,0.98669,0.99323,0.88886,0.55437,0.26034,1.06878,0.008119,0.008119,0.008119
192,119888,0.54882,0.2686,1.11625,0.97912,0.98669,0.99324,0.88898,0.55446,0.26033,1.06862,0.0081091,0.0081091,0.0081091
193,120560,0.54906,0.27245,1.11396,0.97909,0.98669,0.99323,0.88874,0.55456,0.26045,1.06867,0.0080992,0.0080992,0.0080992
194,121226,0.54782,0.2694,1.11427,0.97926,0.98669,0.99324,0.88863,0.5546,0.25991,1.06858,0.0080893,0.0080893,0.0080893
195,121877,0.54887,0.27346,1.11247,0.97917,0.98669,0.99323,0.88916,0.55453,0.25962,1.06845,0.0080794,0.0080794,0.0080794
196,122540,0.54764,0.27252,1.10929,0.97923,0.98669,0.99323,0.88908,0.5546,0.25926,1.06839,0.0080695,0.0080695,0.0080695
197,123195,0.54348,0.26767,1.10637,0.97952,0.98669,0.99323,0.8889,0.55467,0.2594,1.06834,0.0080596,0.0080596,0.0080596
198,123836,0.54846,0.26566,1.11696,0.97979,0.98669,0.99323,0.88896,0.5544,0.25941,1.06811,0.0080497,0.0080497,0.0080497
199,124472,0.54361,0.2684,1.11269,0.97976,0.98669,0.99321,0.88903,0.55417,0.25993,1.06791,0.0080398,0.0080398,0.0080398
200,125109,0.54471,0.27109,1.10743,0.97968,0.98669,0.99321,0.88911,0.55454,0.25951,1.06805,0.0080299,0.0080299,0.0080299
201,125740,0.5484,0.26898,1.11547,0.97967,0.98669,0.99319,0.88882,0.55434,0.25913,1.06792,0.00802,0.00802,0.00802
202,126374,0.53777,0.26526,1.10905,0.97946,0.98669,0.99321,0.88865,0.55429,0.25873,1.06788,0.0080101,0.0080101,0.0080101
203,126981,0.54375,0.26855,1.10858,0.98017,0.98662,0.9932,0.88874,0.55442,0.25891,1.06791,0.0080002,0.0080002,0.0080002
204,127606,0.54439,0.26743,1.11223,0.98017,0.98646,0.99321,0.88878,0.5544,0.25858,1.06809,0.0079903,0.0079903,0.0079903
205,128233,0.53584,0.26454,1.09965,0.9795,0.98669,0.9932,0.88908,0.55454,0.25855,1.06813,0.0079804,0.0079804,0.0079804
206,128868,0.54351,0.26324,1.11353,0.97942,0.98669,0.9932,0.88896,0.55459,0.25855,1.06816,0.0079705,0.0079705,0.0079705
207,129515,0.54316,0.26563,1.10777,0.97951,0.98599,0.99321,0.88932,0.5546,0.25813,1.06807,0.0079606,0.0079606,0.0079606
208,130160,0.53925,0.26985,1.10478,0.9795,0.98573,0.99322,0.88936,0.55434,0.25731,1.06794,0.0079507,0.0079507,0.0079507
209,130799,0.55005,0.27061,1.11125,0.98016,0.98589,0.99323,0.88935,0.55427,0.25692,1.0679,0.0079408,0.0079408,0.0079408
210,131446,0.54316,0.26759,1.10856,0.98081,0.98594,0.99324,0.8896,0.55408,0.25682,1.0677,0.0079309,0.0079309,0.0079309
211,132083,0.54521,0.26664,1.10882,0.98081,0.98669,0.99325,0.88985,0.55411,0.25658,1.06772,0.007921,0.007921,0.007921
212,132717,0.54221,0.27059,1.10674,0.97913,0.98536,0.99308,0.89002,0.55427,0.25638,1.06771,0.0079111,0.0079111,0.0079111
213,133354,0.54132,0.2669,1.10542,0.9792,0.98603,0.99308,0.88955,0.55456,0.25632,1.06795,0.0079012,0.0079012,0.0079012
214,133974,0.53182,0.26019,1.0959,0.97867,0.98603,0.99308,0.89103,0.55447,0.2562,1.06804,0.0078913,0.0078913,0.0078913
215,134608,0.54291,0.26498,1.10521,0.97991,0.98669,0.99322,0.88986,0.5547,0.25624,1.06806,0.0078814,0.0078814,0.0078814
216,135221,0.54126,0.26355,1.10954,0.97995,0.98669,0.9932,0.89043,0.55482,0.25601,1.06795,0.0078715,0.0078715,0.0078715
217,135834,0.53524,0.26666,1.10784,0.97999,0.98669,0.99319,0.89004,0.55475,0.25608,1.06777,0.0078616,0.0078616,0.0078616
218,136444,0.53533,0.26541,1.10066,0.97992,0.98669,0.99319,0.89009,0.55484,0.25603,1.06765,0.0078517,0.0078517,0.0078517
219,137066,0.53468,0.26094,1.10209,0.9793,0.98669,0.9932,0.88987,0.55476,0.25603,1.06763,0.0078418,0.0078418,0.0078418
220,137681,0.53969,0.26613,1.11157,0.98007,0.98736,0.9933,0.8898,0.55472,0.25573,1.06771,0.0078319,0.0078319,0.0078319
221,138298,0.53679,0.2657,1.10677,0.98018,0.9873,0.99331,0.89022,0.55453,0.25574,1.06755,0.007822,0.007822,0.007822
222,138913,0.54024,0.26397,1.10911,0.98012,0.98736,0.99332,0.89002,0.55452,0.25584,1.06754,0.0078121,0.0078121,0.0078121
223,139532,0.53528,0.25917,1.10682,0.97932,0.98736,0.99334,0.88978,0.55457,0.25569,1.06764,0.0078022,0.0078022,0.0078022
224,140149,0.53127,0.25887,1.10487,0.97928,0.98736,0.99333,0.88984,0.55452,0.25559,1.06766,0.0077923,0.0077923,0.0077923
225,140765,0.53564,0.25761,1.10136,0.97925,0.98736,0.99336,0.88989,0.55441,0.25533,1.06758,0.0077824,0.0077824,0.0077824
226,141373,0.53339,0.25952,1.09682,0.97988,0.98736,0.99341,0.88989,0.55386,0.2554,1.06715,0.0077725,0.0077725,0.0077725
227,141977,0.53355,0.25667,1.10151,0.9799,0.98736,0.99341,0.88977,0.55369,0.25504,1.06724,0.0077626,0.0077626,0.0077626
228,142601,0.53954,0.25641,1.1046,0.97992,0.98669,0.99341,0.88979,0.55356,0.25503,1.06723,0.0077527,0.0077527,0.0077527
229,143218,0.53683,0.25823,1.10205,0.97983,0.98669,0.99338,0.89064,0.55373,0.25502,1.06759,0.0077428,0.0077428,0.0077428
230,143840,0.53668,0.26385,1.10268,0.97976,0.98736,0.99339,0.89021,0.55391,0.25446,1.06782,0.0077329,0.0077329,0.0077329
231,144459,0.53856,0.26263,1.10057,0.97982,0.98736,0.9934,0.89,0.55359,0.2542,1.0675,0.007723,0.007723,0.007723
232,145074,0.53679,0.26134,1.10003,0.97992,0.98736,0.99341,0.88991,0.55357,0.25399,1.06753,0.0077131,0.0077131,0.0077131
233,145684,0.53531,0.26283,1.1012,0.98086,0.98736,0.99343,0.89001,0.55395,0.25398,1.06813,0.0077032,0.0077032,0.0077032
234,146289,0.53655,0.26038,1.09871,0.98088,0.98736,0.99343,0.88975,0.55379,0.25373,1.06794,0.0076933,0.0076933,0.0076933
235,146885,0.53132,0.25788,1.09475,0.98097,0.98736,0.99343,0.88994,0.55372,0.25399,1.06777,0.0076834,0.0076834,0.0076834
236,147476,0.53437,0.25932,1.09991,0.98104,0.98736,0.99342,0.89062,0.55383,0.25402,1.06797,0.0076735,0.0076735,0.0076735
237,148066,0.5349,0.25808,1.10012,0.98114,0.98736,0.99341,0.88984,0.55433,0.25333,1.06846,0.0076636,0.0076636,0.0076636
238,148655,0.53343,0.25939,1.10656,0.98063,0.98669,0.99338,0.89022,0.55433,0.25305,1.06848,0.0076537,0.0076537,0.0076537
239,149242,0.53466,0.25987,1.10076,0.98072,0.98669,0.99337,0.89125,0.55428,0.25271,1.06834,0.0076438,0.0076438,0.0076438
240,149837,0.53968,0.25757,1.10669,0.98033,0.98669,0.99336,0.89064,0.55454,0.25251,1.06852,0.0076339,0.0076339,0.0076339
241,150425,0.53866,0.25719,1.10359,0.98028,0.98669,0.99337,0.89008,0.55485,0.25248,1.06869,0.007624,0.007624,0.007624
242,151004,0.53644,0.25927,1.10536,0.9801,0.98669,0.99338,0.89028,0.55517,0.2522,1.0689,0.0076141,0.0076141,0.0076141
243,151588,0.53182,0.25691,1.09752,0.97961,0.98669,0.99337,0.89016,0.5553,0.25179,1.06886,0.0076042,0.0076042,0.0076042
244,152169,0.52767,0.2515,1.09903,0.98062,0.98669,0.99336,0.89014,0.55551,0.25168,1.06928,0.0075943,0.0075943,0.0075943
245,152734,0.53234,0.25911,1.09736,0.98075,0.98669,0.99335,0.8903,0.55531,0.25198,1.06897,0.0075844,0.0075844,0.0075844
246,153321,0.52101,0.25597,1.09191,0.98074,0.98669,0.99336,0.891,0.55548,0.25188,1.06903,0.0075745,0.0075745,0.0075745
247,153900,0.53709,0.25754,1.103,0.98033,0.98669,0.99334,0.89022,0.55561,0.25148,1.06906,0.0075646,0.0075646,0.0075646
248,154478,0.52974,0.25243,1.09365,0.9808,0.98589,0.99334,0.89021,0.55567,0.25117,1.06933,0.0075547,0.0075547,0.0075547
249,155057,0.53565,0.25749,1.10231,0.98081,0.98599,0.99336,0.89013,0.55565,0.25108,1.06922,0.0075448,0.0075448,0.0075448
250,155629,0.52764,0.25525,1.09955,0.98054,0.98669,0.99337,0.89034,0.55554,0.25089,1.06902,0.0075349,0.0075349,0.0075349
251,156211,0.52795,0.2527,1.09552,0.9808,0.9859,0.99336,0.88996,0.55567,0.25091,1.06908,0.007525,0.007525,0.007525
252,156790,0.53119,0.2536,1.09548,0.98145,0.98581,0.99338,0.8906,0.55575,0.25058,1.06897,0.0075151,0.0075151,0.0075151
253,157365,0.52434,0.25462,1.09614,0.98211,0.98606,0.99341,0.89056,0.55597,0.25053,1.06914,0.0075052,0.0075052,0.0075052
254,157924,0.53176,0.25434,1.09766,0.98233,0.98536,0.99341,0.89061,0.55592,0.25035,1.06897,0.0074953,0.0074953,0.0074953
255,158484,0.52225,0.25592,1.089,0.98211,0.98634,0.99339,0.89118,0.556,0.2506,1.06896,0.0074854,0.0074854,0.0074854
256,159054,0.52646,0.25737,1.09294,0.98148,0.98706,0.99338,0.89103,0.55605,0.2506,1.06919,0.0074755,0.0074755,0.0074755
257,159633,0.52757,0.25558,1.09269,0.98212,0.98658,0.99337,0.89137,0.55612,0.25066,1.06917,0.0074656,0.0074656,0.0074656
258,160223,0.5241,0.25624,1.08993,0.98212,0.98651,0.99335,0.89098,0.55629,0.25078,1.06931,0.0074557,0.0074557,0.0074557
259,160848,0.52536,0.25075,1.09331,0.98216,0.98669,0.99336,0.89095,0.55674,0.25071,1.06953,0.0074458,0.0074458,0.0074458
260,161473,0.52883,0.2545,1.10182,0.98182,0.98669,0.99336,0.89115,0.55703,0.25022,1.06972,0.0074359,0.0074359,0.0074359
261,162100,0.52086,0.25556,1.08668,0.98212,0.98662,0.99335,0.89114,0.55716,0.24981,1.06976,0.007426,0.007426,0.007426
262,162725,0.52336,0.25091,1.09202,0.98211,0.98619,0.99334,0.89098,0.55746,0.24973,1.06989,0.0074161,0.0074161,0.0074161
263,163358,0.52992,0.25111,1.09527,0.98212,0.98674,0.99337,0.89131,0.55786,0.24966,1.07023,0.0074062,0.0074062,0.0074062
264,164005,0.52497,0.25684,1.09304,0.98277,0.98684,0.99338,0.89127,0.55825,0.2496,1.0704,0.0073963,0.0073963,0.0073963
265,164650,0.52185,0.25619,1.0924,0.98261,0.98736,0.99337,0.89071,0.55793,0.2497,1.07003,0.0073864,0.0073864,0.0073864
266,165274,0.52842,0.24924,1.09601,0.98266,0.98736,0.99336,0.8909,0.55818,0.24946,1.0704,0.0073765,0.0073765,0.0073765
267,165912,0.51759,0.25134,1.08608,0.98277,0.98652,0.9934,0.89073,0.55841,0.24939,1.07048,0.0073666,0.0073666,0.0073666
268,166570,0.52212,0.25196,1.09172,0.98248,0.98736,0.9934,0.89145,0.55837,0.24949,1.0706,0.0073567,0.0073567,0.0073567
269,167208,0.52085,0.25298,1.09429,0.98277,0.98652,0.9934,0.89143,0.55843,0.24914,1.07066,0.0073468,0.0073468,0.0073468
270,167857,0.52438,0.25468,1.09149,0.98277,0.98641,0.9934,0.89132,0.55852,0.24931,1.0708,0.0073369,0.0073369,0.0073369
271,168510,0.52707,0.25609,1.09407,0.98306,0.98669,0.9934,0.89136,0.5587,0.24905,1.07104,0.007327,0.007327,0.007327
272,169152,0.52591,0.25462,1.09449,0.9829,0.98536,0.99337,0.8917,0.55795,0.24882,1.07031,0.0073171,0.0073171,0.0073171
273,169805,0.51789,0.24953,1.08643,0.98229,0.98603,0.99336,0.89192,0.5583,0.24846,1.07052,0.0073072,0.0073072,0.0073072
274,170442,0.52408,0.25223,1.09458,0.98299,0.98603,0.99336,0.89138,0.55843,0.24836,1.07071,0.0072973,0.0072973,0.0072973
275,171092,0.52572,0.25067,1.09152,0.983,0.98603,0.99338,0.89144,0.55827,0.24832,1.07055,0.0072874,0.0072874,0.0072874
276,171752,0.52293,0.24451,1.09292,0.98407,0.98661,0.99347,0.89167,0.55832,0.24842,1.07063,0.0072775,0.0072775,0.0072775
277,172415,0.5251,0.2484,1.09771,0.98408,0.98678,0.99355,0.89113,0.55883,0.24802,1.0709,0.0072676,0.0072676,0.0072676
278,173067,0.52512,0.25038,1.08576,0.98341,0.98607,0.99349,0.89126,0.55895,0.24765,1.07099,0.0072577,0.0072577,0.0072577
279,173724,0.51831,0.2492,1.09001,0.9841,0.98603,0.99354,0.8922,0.55887,0.2473,1.07088,0.0072478,0.0072478,0.0072478
280,174382,0.52382,0.25032,1.08775,0.98404,0.98603,0.99357,0.89243,0.5594,0.24717,1.07158,0.0072379,0.0072379,0.0072379
281,175039,0.51563,0.24443,1.0853,0.98341,0.98621,0.99354,0.89221,0.55942,0.24689,1.07149,0.007228,0.007228,0.007228
282,175715,0.51727,0.24895,1.0847,0.98277,0.98649,0.9935,0.89287,0.55907,0.24638,1.07091,0.0072181,0.0072181,0.0072181
283,176404,0.52157,0.2498,1.08703,0.98277,0.98664,0.99348,0.89323,0.5591,0.24614,1.0709,0.0072082,0.0072082,0.0072082
284,177069,0.52024,0.25033,1.08876,0.98344,0.98754,0.99356,0.89301,0.55923,0.24623,1.07106,0.0071983,0.0071983,0.0071983
285,177719,0.51752,0.25018,1.09022,0.98321,0.98802,0.99356,0.89292,0.55922,0.2462,1.07117,0.0071884,0.0071884,0.0071884
286,178390,0.51942,0.25124,1.08498,0.98405,0.98736,0.99356,0.89296,0.55934,0.2467,1.07109,0.0071785,0.0071785,0.0071785
287,179058,0.52102,0.25031,1.09419,0.98409,0.98738,0.99356,0.89282,0.55959,0.24636,1.07119,0.0071686,0.0071686,0.0071686
288,179757,0.52444,0.25252,1.09013,0.98409,0.98742,0.99358,0.89266,0.55983,0.24599,1.07137,0.0071587,0.0071587,0.0071587
289,180473,0.51918,0.25104,1.09661,0.98409,0.98741,0.99359,0.89284,0.55967,0.24581,1.07111,0.0071488,0.0071488,0.0071488
290,181205,0.51552,0.2484,1.08909,0.98409,0.98788,0.99359,0.89277,0.55895,0.24578,1.07029,0.0071389,0.0071389,0.0071389
291,181955,0.52543,0.25046,1.08671,0.98409,0.98788,0.99359,0.893,0.55892,0.24556,1.07024,0.007129,0.007129,0.007129
292,182691,0.51715,0.2526,1.08402,0.98409,0.98782,0.99357,0.89305,0.55864,0.24519,1.07011,0.0071191,0.0071191,0.0071191
293,183436,0.52024,0.25005,1.08836,0.98409,0.9879,0.99359,0.89319,0.55859,0.24516,1.07015,0.0071092,0.0071092,0.0071092
294,184198,0.51791,0.24599,1.08444,0.98409,0.98781,0.99359,0.89334,0.55848,0.24534,1.07023,0.0070993,0.0070993,0.0070993
295,184935,0.52238,0.24339,1.08946,0.98409,0.98783,0.99362,0.89307,0.55843,0.24564,1.07007,0.0070894,0.0070894,0.0070894
296,185675,0.51384,0.2462,1.07924,0.98475,0.98798,0.9936,0.89331,0.55834,0.24579,1.06995,0.0070795,0.0070795,0.0070795
297,186407,0.5142,0.24338,1.07931,0.9839,0.98802,0.99359,0.89344,0.55817,0.24535,1.0699,0.0070696,0.0070696,0.0070696
298,187172,0.50819,0.24018,1.08106,0.98398,0.98802,0.99359,0.89367,0.55813,0.24515,1.06961,0.0070597,0.0070597,0.0070597
299,187937,0.51511,0.24501,1.08629,0.9841,0.98826,0.99361,0.89409,0.55814,0.24516,1.06954,0.0070498,0.0070498,0.0070498
300,188703,0.51426,0.2445,1.07977,0.98344,0.98764,0.99346,0.89355,0.5583,0.24515,1.06952,0.0070399,0.0070399,0.0070399
301,189480,0.51774,0.24696,1.08804,0.98344,0.98764,0.99346,0.89379,0.55845,0.24485,1.06949,0.00703,0.00703,0.00703
302,190256,0.51953,0.24637,1.08949,0.98344,0.98765,0.99344,0.89385,0.55838,0.24478,1.06941,0.0070201,0.0070201,0.0070201
303,191023,0.51883,0.24591,1.08625,0.9828,0.98842,0.99359,0.89415,0.55849,0.24492,1.06957,0.0070102,0.0070102,0.0070102
304,191808,0.51143,0.2467,1.08214,0.98345,0.98827,0.99361,0.89405,0.55872,0.24489,1.06983,0.0070003,0.0070003,0.0070003
305,192598,0.51606,0.24474,1.08539,0.98341,0.98869,0.99358,0.89382,0.55893,0.24474,1.06995,0.0069904,0.0069904,0.0069904
306,193385,0.51173,0.24177,1.08198,0.98281,0.98875,0.99359,0.89426,0.55916,0.24448,1.07015,0.0069805,0.0069805,0.0069805
307,194168,0.51574,0.24116,1.08582,0.98281,0.98887,0.99357,0.89443,0.55946,0.24422,1.07026,0.0069706,0.0069706,0.0069706
308,194965,0.51451,0.24704,1.08701,0.98411,0.9888,0.99362,0.89432,0.5596,0.24436,1.07027,0.0069607,0.0069607,0.0069607
309,195732,0.51193,0.24357,1.083,0.98411,0.98884,0.99362,0.89453,0.55971,0.24426,1.07037,0.0069508,0.0069508,0.0069508
310,196509,0.51033,0.24383,1.0843,0.98393,0.98869,0.99362,0.89446,0.55982,0.24444,1.07037,0.0069409,0.0069409,0.0069409
311,197281,0.51784,0.24696,1.08097,0.98393,0.98869,0.99362,0.89456,0.55976,0.24417,1.07004,0.006931,0.006931,0.006931
312,198072,0.51407,0.24467,1.0824,0.98385,0.98869,0.99362,0.89461,0.55969,0.24377,1.0699,0.0069211,0.0069211,0.0069211
313,198866,0.50687,0.24176,1.07567,0.9841,0.98855,0.99362,0.89516,0.55968,0.24395,1.0696,0.0069112,0.0069112,0.0069112
314,199627,0.51943,0.24294,1.08507,0.9839,0.98869,0.99363,0.89523,0.55938,0.24368,1.06943,0.0069013,0.0069013,0.0069013
315,200385,0.52282,0.24618,1.0901,0.9841,0.98835,0.99364,0.89547,0.55939,0.24325,1.06944,0.0068914,0.0068914,0.0068914
316,201128,0.51336,0.24108,1.08494,0.98368,0.98802,0.99363,0.89502,0.55955,0.24333,1.06952,0.0068815,0.0068815,0.0068815
317,201875,0.5048,0.24006,1.078,0.98346,0.98802,0.99363,0.89503,0.55952,0.24305,1.06929,0.0068716,0.0068716,0.0068716
318,202624,0.50964,0.23957,1.07736,0.98344,0.98809,0.99362,0.89509,0.55981,0.24303,1.06943,0.0068617,0.0068617,0.0068617
319,203389,0.50492,0.2427,1.07159,0.98344,0.98809,0.99362,0.89541,0.56004,0.24313,1.06959,0.0068518,0.0068518,0.0068518
320,204163,0.50709,0.23861,1.07833,0.98344,0.9881,0.99362,0.89528,0.56046,0.24307,1.0698,0.0068419,0.0068419,0.0068419
321,204927,0.51348,0.24166,1.08035,0.98428,0.98802,0.99367,0.8955,0.5604,0.24321,1.06971,0.006832,0.006832,0.006832
322,205698,0.50414,0.23809,1.079,0.98449,0.98802,0.99364,0.89556,0.56057,0.24329,1.06992,0.0068221,0.0068221,0.0068221
323,206488,0.5069,0.24092,1.0829,0.9846,0.98802,0.99364,0.89566,0.56046,0.2433,1.07003,0.0068122,0.0068122,0.0068122
324,207295,0.51636,0.24335,1.0822,0.98474,0.98757,0.99363,0.89534,0.56041,0.2435,1.07001,0.0068023,0.0068023,0.0068023
325,208101,0.50931,0.24361,1.08165,0.98474,0.98727,0.99362,0.8955,0.56031,0.24337,1.0699,0.0067924,0.0067924,0.0067924
326,208886,0.51373,0.24284,1.08219,0.98474,0.98722,0.99362,0.8958,0.55999,0.24322,1.06983,0.0067825,0.0067825,0.0067825
327,209671,0.50533,0.24152,1.07766,0.98473,0.98698,0.99364,0.89538,0.56006,0.2433,1.06972,0.0067726,0.0067726,0.0067726
328,210487,0.50547,0.24071,1.07464,0.98473,0.98704,0.99365,0.8953,0.56026,0.24337,1.06957,0.0067627,0.0067627,0.0067627
329,211229,0.50306,0.24041,1.07245,0.98473,0.98694,0.99364,0.89549,0.56016,0.24328,1.06945,0.0067528,0.0067528,0.0067528
330,211929,0.51049,0.24408,1.08305,0.98408,0.98677,0.99362,0.89568,0.55999,0.2429,1.06954,0.0067429,0.0067429,0.0067429
331,212612,0.51033,0.23891,1.07912,0.98407,0.98671,0.99363,0.89572,0.55991,0.24283,1.06949,0.006733,0.006733,0.006733
332,213270,0.5048,0.23653,1.07063,0.98408,0.98681,0.99364,0.89573,0.56004,0.24246,1.06977,0.0067231,0.0067231,0.0067231
333,213927,0.50734,0.23989,1.0767,0.98407,0.98671,0.99364,0.89597,0.55988,0.24232,1.0697,0.0067132,0.0067132,0.0067132
334,214581,0.50056,0.2416,1.06924,0.9841,0.98669,0.99364,0.89605,0.5598,0.24208,1.06968,0.0067033,0.0067033,0.0067033
335,215230,0.50007,0.23759,1.06755,0.98416,0.98669,0.99364,0.89612,0.55993,0.24212,1.06977,0.0066934,0.0066934,0.0066934
336,215878,0.50701,0.24054,1.08014,0.9849,0.98736,0.99373,0.89636,0.55968,0.24208,1.06966,0.0066835,0.0066835,0.0066835
337,216523,0.50527,0.23731,1.07846,0.98491,0.98736,0.99371,0.89615,0.55975,0.24157,1.06946,0.0066736,0.0066736,0.0066736
338,217165,0.50833,0.24132,1.07583,0.98496,0.98736,0.9937,0.89641,0.55954,0.24131,1.06927,0.0066637,0.0066637,0.0066637
339,217818,0.50593,0.23956,1.07184,0.98493,0.98736,0.99371,0.89611,0.55966,0.24152,1.06921,0.0066538,0.0066538,0.0066538
340,218495,0.50349,0.2385,1.07591,0.98502,0.98736,0.99371,0.89601,0.55955,0.2415,1.06898,0.0066439,0.0066439,0.0066439
341,219151,0.50496,0.24078,1.07858,0.98507,0.98736,0.99372,0.89584,0.55961,0.24159,1.06905,0.006634,0.006634,0.006634
342,219811,0.50596,0.23585,1.07661,0.98502,0.98736,0.99371,0.89617,0.55965,0.24149,1.06895,0.0066241,0.0066241,0.0066241
343,220464,0.50748,0.2408,1.07629,0.9852,0.98736,0.99372,0.89561,0.55974,0.24152,1.06897,0.0066142,0.0066142,0.0066142
344,221119,0.49571,0.23254,1.06776,0.98514,0.98736,0.99371,0.8959,0.55957,0.24147,1.06913,0.0066043,0.0066043,0.0066043
345,221778,0.50298,0.23814,1.07337,0.985,0.98736,0.99369,0.89588,0.5598,0.24137,1.0692,0.0065944,0.0065944,0.0065944
346,222426,0.50394,0.23682,1.06898,0.98516,0.98736,0.9937,0.89623,0.55965,0.24077,1.06907,0.0065845,0.0065845,0.0065845
347,223081,0.50116,0.23655,1.06968,0.98514,0.98736,0.9937,0.89622,0.55977,0.24072,1.06914,0.0065746,0.0065746,0.0065746
348,223728,0.50046,0.23818,1.07107,0.98516,0.98736,0.99372,0.89617,0.55974,0.24084,1.06929,0.0065647,0.0065647,0.0065647
349,224378,0.50387,0.23687,1.07859,0.98512,0.98736,0.99369,0.89611,0.5594,0.24089,1.06905,0.0065548,0.0065548,0.0065548
350,225017,0.50403,0.23429,1.07393,0.98508,0.98736,0.99371,0.89626,0.55899,0.24046,1.0688,0.0065449,0.0065449,0.0065449
351,225653,0.50413,0.23594,1.07486,0.98577,0.98736,0.99371,0.89665,0.55876,0.24065,1.06871,0.006535,0.006535,0.006535
352,226289,0.49692,0.23311,1.06648,0.98578,0.98736,0.99372,0.89658,0.55872,0.24095,1.06852,0.0065251,0.0065251,0.0065251
353,226925,0.49422,0.23218,1.06572,0.98516,0.98736,0.9937,0.89633,0.55908,0.2408,1.06854,0.0065152,0.0065152,0.0065152
354,227546,0.498,0.23185,1.07019,0.98563,0.98736,0.99373,0.89609,0.5591,0.24076,1.06848,0.0065053,0.0065053,0.0065053
355,228175,0.50677,0.23738,1.07077,0.98567,0.98736,0.99372,0.89605,0.55915,0.24066,1.06844,0.0064954,0.0064954,0.0064954
356,228813,0.50086,0.23358,1.07073,0.98675,0.98736,0.99374,0.89601,0.55944,0.24048,1.06861,0.0064855,0.0064855,0.0064855
357,229432,0.50193,0.23443,1.07173,0.98611,0.98736,0.99371,0.89584,0.55949,0.24049,1.0687,0.0064756,0.0064756,0.0064756
358,230047,0.50333,0.23532,1.07425,0.98627,0.98736,0.99371,0.89627,0.55951,0.24035,1.06873,0.0064657,0.0064657,0.0064657
359,230666,0.50115,0.23389,1.07458,0.98616,0.98736,0.99369,0.89622,0.55931,0.24029,1.06859,0.0064558,0.0064558,0.0064558
360,231279,0.50391,0.23357,1.07726,0.98693,0.98736,0.99368,0.89685,0.55927,0.24054,1.06867,0.0064459,0.0064459,0.0064459
361,231896,0.50487,0.23581,1.0738,0.98707,0.98736,0.99367,0.89679,0.55926,0.24042,1.06872,0.006436,0.006436,0.006436
362,232502,0.50066,0.23424,1.06752,0.98701,0.98736,0.99367,0.89654,0.55916,0.24026,1.06875,0.0064261,0.0064261,0.0064261
363,233116,0.49676,0.23354,1.06396,0.98779,0.98736,0.9937,0.8969,0.55895,0.24015,1.06865,0.0064162,0.0064162,0.0064162
364,233731,0.49892,0.23357,1.07168,0.98781,0.98736,0.99371,0.89723,0.5589,0.23986,1.0686,0.0064063,0.0064063,0.0064063
365,234341,0.49774,0.2348,1.06683,0.98782,0.98736,0.99372,0.89698,0.55919,0.23975,1.06889,0.0063964,0.0063964,0.0063964
366,234947,0.49583,0.23415,1.06666,0.98782,0.98736,0.99373,0.89743,0.55907,0.23995,1.06887,0.0063865,0.0063865,0.0063865
367,235558,0.49237,0.23209,1.0616,0.98784,0.98736,0.99374,0.89692,0.55899,0.24007,1.06904,0.0063766,0.0063766,0.0063766
368,236171,0.4923,0.23225,1.06314,0.98779,0.98736,0.99373,0.89756,0.55905,0.23982,1.0691,0.0063667,0.0063667,0.0063667
369,236788,0.49311,0.22962,1.06996,0.98774,0.98736,0.99374,0.89756,0.55885,0.23968,1.06887,0.0063568,0.0063568,0.0063568
370,237389,0.50091,0.23564,1.07101,0.98755,0.98736,0.99375,0.89733,0.55871,0.23966,1.06886,0.0063469,0.0063469,0.0063469
371,237996,0.49061,0.23014,1.06444,0.9869,0.98736,0.99373,0.89691,0.55869,0.23972,1.06885,0.006337,0.006337,0.006337
